trip_id,timestamp,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance_km,duration_min,fare,driver_id,vehicle_type,payment_type,weather,time_of_day,surge_multiplier,passenger_count,rating,is_cancelled,high_fare
T004022,2024-01-18 06:58:00,13.178963,77.879187,13.232546,77.86455,6.379,15.9,30.1,DR0158,Sedan,Wallet,Rainy,Evening,1.0,2,4.9,0,1
T004023,2024-07-16 22:54:00,12.965272,77.757832,12.953913,77.781592,3.536,13.6,9.53,DR0645,MiniVan,Card,Clear,Morning,1.0,1,5.0,0,0
T004024,2024-04-14 14:33:00,12.897995,77.885256,12.903875,77.898151,1.653,11.0,10.88,DR0596,SUV,Cash,Clear,Evening,1.0,4,4.5,0,0
T004025,2024-06-14 23:23:00,12.994843,77.897776,13.015603,77.91346,3.233,8.2,9.42,DR0773,SUV,nan,Cloudy,Evening,1.0,2,4.8,1,0
T004026,2024-02-21 00:32:00,12.954806,77.82065,12.949491,77.80705,1.819,6.8,9.93,DR0736,Bike,Card,Clear,Afternoon,1.0,1,5.0,0,0
T004027,2024-03-17 15:24:00,13.091812,77.899714,13.071924,77.885032,6.389,2.4,12.69,DR0236,Hatchback,Card,Cloudy,Evening,1.25,3,4.7,0,0
T004028,2024-06-09 23:50:00,13.184846,77.75033,13.21961,77.748059,5.53,10.2,12.64,DR0501,Sedan,Cash,Clear,Evening,1.0,4,4.1,0,0
T004029,2024-09-08 20:35:00,13.036695,77.698822,13.050418,77.714821,4.027,2.0,15.33,DR0165,Sedan,Card,Clear,Evening,1.25,4,4.5,0,0
T004030,2024-05-31 05:44:00,13.036459,77.867055,13.042833,77.877088,3.087,10.7,15.78,DR0603,Sedan,Wallet,Rainy,Afternoon,1.5,3,4.3,0,0
T004031,2024-07-16 17:26:00,12.945934,77.832382,12.974944,77.816829,3.774,2.0,8.08,DR0292,MiniVan,UPI,Clear,Night,1.0,3,4.7,0,0
T004032,2024-07-09 11:38:00,13.025852,77.544045,13.041257,77.5574,2.454,2.0,5.75,DR0416,Sedan,Cash,Clear,Morning,1.0,2,5.0,0,0
T004033,2024-04-08 03:13:00,12.927732,77.621089,12.926773,77.601647,2.606,10.2,7.9,DR0707,Sedan,Wallet,Cloudy,Night,1.0,4,3.9,0,0
T004034,2024-04-12 01:36:00,12.800437,77.604258,12.780904,77.591026,3.608,13.7,16.16,DR0466,SUV,Card,Clear,Evening,1.0,3,5.0,0,0
T004035,2024-06-04 09:20:00,13.146438,77.842105,13.136572,77.845259,2.4,8.4,11.27,DR0613,Bike,Cash,Clear,Morning,1.0,1,4.7,0,0
T004036,2024-01-12 16:42:00,12.971778,77.593298,12.995874,77.569869,4.102,6.2,10.29,DR0115,SUV,Cash,Cloudy,Morning,1.0,1,4.9,0,0
T004037,2024-09-07 04:03:00,12.996835,77.621618,13.010477,77.602347,3.493,2.0,11.49,DR0601,Sedan,Wallet,Clear,Night,1.0,1,4.8,0,0
T004038,2024-08-12 06:01:00,12.8334,77.707515,12.829667,77.738558,4.323,7.3,8.64,DR0361,Sedan,Card,Clear,Morning,1.0,4,4.3,0,0
T004039,2024-04-21 17:43:00,13.134844,77.530448,13.170175,77.557773,5.872,16.2,20.62,DR0723,SUV,Card,Windy,Morning,1.25,2,4.8,0,1
T004040,2024-05-16 09:46:00,12.868135,77.884492,12.86499,77.930286,6.107,17.3,19.24,DR0236,SUV,Wallet,Clear,Evening,1.25,4,5.0,0,1
T004041,2024-04-29 23:25:00,12.964248,77.696425,12.983999,77.705437,6.572,5.8,18.31,DR0186,Sedan,nan,Clear,Evening,1.0,2,5.0,1,1
T004042,2024-08-25 17:41:00,13.136106,77.576173,13.140507,77.589069,1.951,11.9,6.02,DR0504,MiniVan,Cash,Foggy,Evening,1.0,4,5.0,0,0
T004043,2024-10-04 07:08:00,12.983113,77.608328,13.021772,77.605229,4.655,13.9,10.5,DR0691,Hatchback,Card,Clear,Morning,1.0,1,4.4,0,0
T004044,2024-02-09 15:55:00,13.172461,77.819233,13.187522,77.812225,2.279,13.8,5.93,DR0091,Hatchback,nan,Clear,Night,1.0,3,5.0,1,0
T004045,2024-05-30 20:40:00,12.883726,77.753603,12.884649,77.771041,5.172,7.1,17.04,DR0734,Hatchback,Card,Clear,Night,1.0,3,5.0,0,1
T004046,2024-01-06 00:41:00,13.086093,77.68585,13.082517,77.71309,3.535,3.9,10.02,DR0459,Sedan,Wallet,Clear,Morning,1.0,2,5.0,0,0
T004047,2024-06-14 01:42:00,13.191199,77.632641,13.190892,77.648374,1.989,4.1,11.78,DR0558,Hatchback,Wallet,Foggy,Night,1.0,3,4.1,0,0
T004048,2024-03-31 15:03:00,13.019845,77.860274,13.005338,77.843477,2.62,5.0,10.8,DR0683,Hatchback,Card,Clear,Afternoon,1.0,3,4.4,0,0
T004049,2024-05-02 13:38:00,13.076874,77.809026,13.049539,77.816858,4.035,3.5,7.59,DR0326,Sedan,Card,Clear,Night,1.0,1,4.7,0,0
T004050,2024-06-15 15:21:00,12.957291,77.787245,12.963465,77.771842,2.916,2.0,11.87,DR0708,Sedan,Wallet,Clear,Afternoon,1.5,4,4.9,0,0
T004051,2024-04-28 03:49:00,13.100535,77.6784,13.089865,77.67191,1.873,2.0,5.61,DR0727,MiniVan,Card,Clear,Afternoon,1.0,3,4.0,0,0
T004052,2024-05-23 20:04:00,13.16355,77.892464,13.152826,77.925189,4.367,16.7,13.05,DR0588,MiniVan,Card,Clear,Morning,1.0,1,4.1,0,0
T004053,2024-10-06 03:23:00,13.081222,77.784028,13.079445,77.760037,2.683,2.0,10.45,DR0029,Sedan,Cash,Clear,Morning,1.0,4,4.6,0,0
T004054,2024-10-22 18:15:00,13.174371,77.66945,13.175416,77.712824,5.175,2.0,13.29,DR0464,Sedan,Cash,Cloudy,Morning,1.0,4,4.2,0,0
T004055,2024-01-03 03:21:00,13.035461,77.884221,13.035609,77.895212,3.463,2.0,12.95,DR0228,SUV,Card,Clear,Evening,1.25,2,4.4,0,0
T004056,2024-05-17 21:51:00,13.030855,77.85829,13.065621,77.848968,5.615,16.4,9.4,DR0074,SUV,Card,Clear,Evening,1.0,2,4.6,0,0
T004057,2024-11-05 02:43:00,12.921851,77.795986,12.935099,77.79735,2.959,2.2,9.66,DR0077,Hatchback,Cash,Rainy,Afternoon,1.0,3,3.8,0,0
T004058,2024-07-12 14:39:00,13.083851,77.806798,13.126007,77.793099,5.783,9.7,24.14,DR0719,Sedan,Wallet,Clear,Afternoon,1.0,1,4.7,0,1
T004059,2024-03-15 22:15:00,13.152781,77.669451,13.144001,77.658513,2.118,2.0,7.36,DR0307,Bike,Card,Cloudy,Afternoon,1.0,3,4.5,0,0
T004060,2024-08-04 15:11:00,13.058526,77.70294,13.074201,77.704406,2.372,4.1,6.67,DR0081,Sedan,Wallet,Clear,Afternoon,1.0,3,4.0,0,0
T004061,2024-02-22 21:34:00,12.893216,77.576619,12.885547,77.570041,1.977,3.6,8.84,DR0593,MiniVan,Cash,Clear,Morning,1.0,2,4.4,0,0
T004062,2024-01-08 23:14:00,13.017644,77.738158,13.006421,77.719499,2.629,14.8,9.63,DR0507,Hatchback,Card,Clear,Night,1.0,4,4.9,0,0
T004063,2024-08-18 20:02:00,13.102375,77.647967,13.145286,77.643538,6.375,21.8,10.22,DR0322,Sedan,UPI,Clear,Evening,1.0,3,4.5,0,0
T004064,2024-07-07 00:34:00,13.175745,77.638975,13.160382,77.612683,3.482,6.2,10.11,DR0422,SUV,Wallet,Windy,Morning,1.0,1,4.6,0,0
T004065,2024-10-03 02:57:00,12.862638,77.879291,12.818004,77.853855,6.305,12.9,12.71,DR0447,Bike,UPI,Clear,Morning,1.0,3,4.7,0,0
T004066,2024-05-05 20:43:00,12.850999,77.565913,12.83684,77.540272,3.575,6.4,8.36,DR0744,MiniVan,nan,Cloudy,Night,1.0,2,3.8,1,0
T004067,2024-11-07 19:31:00,12.965177,77.831989,12.925011,77.865416,7.351,17.7,32.15,DR0331,SUV,Card,Clear,Morning,1.5,4,5.0,0,1
T004068,2024-06-02 18:24:00,12.850244,77.612587,12.831218,77.6207,3.845,9.7,18.6,DR0026,SUV,UPI,Rainy,Evening,1.0,1,4.8,0,1
T004069,2024-09-26 09:03:00,13.192172,77.511462,13.174998,77.523379,2.631,7.1,5.35,DR0027,Sedan,Cash,Cloudy,Evening,1.0,4,4.8,0,0
T004070,2024-02-06 14:31:00,12.969722,77.516185,12.970427,77.51641,0.334,4.7,7.33,DR0559,Sedan,Wallet,Clear,Afternoon,1.0,1,4.8,0,0
T004071,2024-02-05 11:03:00,13.013444,77.671671,12.972452,77.681797,4.729,8.5,7.42,DR0051,MiniVan,Card,Clear,Morning,1.0,2,4.6,0,0
T004072,2024-10-12 17:30:00,12.890835,77.681784,12.914754,77.705301,4.647,9.4,12.49,DR0756,Hatchback,Card,Clear,Night,1.25,3,4.6,0,0
T004073,2024-10-31 09:43:00,12.97965,77.6281,12.942135,77.636257,4.398,12.9,15.22,DR0036,Hatchback,Cash,Rainy,Morning,1.0,4,5.0,0,0
T004074,2024-12-09 23:27:00,13.193878,77.767512,13.191323,77.800318,4.674,6.9,16.6,DR0521,SUV,UPI,Foggy,Evening,1.25,2,4.0,0,1
T004075,2024-04-28 11:41:00,12.995475,77.694137,12.988992,77.693393,2.346,2.6,8.54,DR0648,Hatchback,Cash,Rainy,Evening,1.0,2,4.8,0,0
T004076,2024-01-09 03:04:00,12.80353,77.529645,12.820037,77.541623,3.784,2.0,9.0,DR0114,MiniVan,Card,Clear,Afternoon,1.0,4,4.2,0,0
T004077,2024-12-23 15:57:00,12.897011,77.639228,12.904042,77.653309,2.972,7.3,10.15,DR0067,Sedan,Card,Foggy,Night,1.0,2,5.0,0,0
T004078,2024-08-07 12:01:00,13.191382,77.540785,13.215119,77.522144,4.661,10.4,15.41,DR0796,Sedan,Card,Clear,Morning,1.0,2,4.6,0,0
T004079,2024-03-31 04:47:00,13.195627,77.525166,13.188398,77.526021,3.128,2.0,8.35,DR0266,Sedan,Wallet,Clear,Evening,1.5,4,4.0,0,0
T004080,2024-10-05 19:16:00,12.884197,77.583323,12.874902,77.546494,6.104,11.8,13.66,DR0204,MiniVan,Wallet,Windy,Night,1.0,2,4.8,0,0
T004081,2024-11-25 22:07:00,13.046106,77.78023,13.054361,77.777633,1.638,6.8,4.75,DR0446,Sedan,Wallet,Clear,Morning,1.0,3,5.0,0,0
T004082,2024-04-13 22:54:00,12.830763,77.778401,12.851347,77.772818,5.338,8.2,18.66,DR0203,Bike,UPI,Clear,Evening,1.5,1,4.7,0,1
T004083,2024-10-07 22:17:00,13.030977,77.844556,13.047478,77.837777,2.235,3.7,9.29,DR0429,Sedan,Wallet,Cloudy,Afternoon,1.0,3,4.9,0,0
T004084,2024-10-14 10:59:00,12.850368,77.802568,12.856805,77.794417,1.882,7.0,4.81,DR0249,Sedan,Card,Windy,Afternoon,1.0,4,5.0,0,0
T004085,2024-07-02 02:45:00,13.127465,77.714198,13.132118,77.724438,2.003,3.9,5.11,DR0493,MiniVan,Cash,Clear,Evening,1.0,3,4.9,0,0
T004086,2024-08-18 19:25:00,13.17583,77.625045,13.175104,77.607328,4.341,9.0,7.33,DR0072,Hatchback,Card,Clear,Afternoon,1.0,3,4.4,0,0
T004087,2024-04-08 08:59:00,12.869195,77.502325,12.877393,77.539524,7.327,8.1,23.09,DR0421,SUV,Cash,Rainy,Afternoon,1.0,4,5.0,0,1
T004088,2024-12-05 03:27:00,12.985085,77.758855,13.025784,77.770205,4.931,9.0,9.32,DR0451,Hatchback,Card,Clear,Afternoon,1.0,2,4.8,0,0
T004089,2024-12-24 19:59:00,12.840817,77.615885,12.835966,77.599826,3.886,2.0,13.05,DR0395,SUV,Cash,Cloudy,Night,1.0,2,4.4,0,0
T004090,2024-12-24 01:36:00,12.935656,77.60004,12.928366,77.612984,4.807,2.0,12.92,DR0220,Hatchback,Cash,Foggy,Evening,1.0,4,4.8,0,0
T004091,2024-09-26 01:12:00,12.826039,77.88993,12.817218,77.909827,3.546,2.2,4.81,DR0537,SUV,Card,Clear,Afternoon,1.0,4,4.8,0,0
T004092,2024-01-16 10:57:00,12.905819,77.569696,12.913606,77.577078,1.488,7.2,6.76,DR0271,Hatchback,Card,Clear,Morning,1.0,2,4.7,0,0
T004093,2024-05-13 18:08:00,13.196089,77.512974,13.153655,77.492858,7.788,10.1,20.56,DR0234,Hatchback,UPI,Clear,Morning,1.0,2,4.1,0,1
T004094,2024-06-11 09:39:00,12.817841,77.879756,12.81514,77.924502,5.514,3.6,14.42,DR0150,SUV,Wallet,Clear,Afternoon,1.0,3,5.0,0,0
T004095,2024-12-16 08:13:00,13.143587,77.622403,13.1612,77.635192,2.664,11.0,13.11,DR0366,Sedan,Card,Clear,Night,1.0,2,4.9,0,0
T004096,2024-07-18 15:36:00,12.830981,77.657368,12.820456,77.632416,3.532,6.9,6.38,DR0375,Sedan,Wallet,Rainy,Afternoon,1.0,3,4.4,0,0
T004097,2024-07-14 16:50:00,13.011599,77.532374,13.015333,77.536556,1.38,7.6,10.43,DR0346,Sedan,Card,Cloudy,Afternoon,1.0,3,4.8,0,0
T004098,2024-02-23 13:28:00,12.980848,77.661626,13.023035,77.65722,4.811,2.0,7.71,DR0261,MiniVan,Card,Rainy,Evening,1.0,4,4.7,0,0
T004099,2024-10-16 16:59:00,13.172622,77.888889,13.179254,77.889017,1.524,10.3,9.07,DR0284,SUV,Wallet,Rainy,Afternoon,1.0,2,4.0,0,0
T004100,2024-05-02 17:51:00,12.87962,77.777608,12.834835,77.753734,5.795,17.0,19.18,DR0533,Sedan,UPI,Cloudy,Afternoon,1.5,2,4.6,0,1
T004101,2024-02-03 12:47:00,12.871873,77.68953,12.843675,77.690616,6.863,16.1,13.92,DR0798,MiniVan,Card,Clear,Evening,1.0,3,4.7,0,0
T004102,2024-12-26 11:47:00,13.099486,77.622989,13.094466,77.606364,3.444,10.2,7.04,DR0543,Sedan,Card,Clear,Night,1.0,3,5.0,0,0
T004103,2024-03-10 09:01:00,13.090288,77.646418,13.074211,77.639427,3.029,6.6,7.52,DR0723,Sedan,Wallet,Clear,Afternoon,1.0,4,4.6,0,0
T004104,2024-01-06 22:10:00,13.079673,77.744491,13.08174,77.75224,1.113,3.2,5.62,DR0422,Sedan,Card,Clear,Afternoon,1.0,2,5.0,0,0
T004105,2024-01-29 09:51:00,12.810451,77.60178,12.804559,77.592247,4.177,2.0,14.93,DR0541,Hatchback,nan,Clear,Night,1.0,3,4.5,1,0
T004106,2024-06-14 03:58:00,12.903984,77.560779,12.927305,77.554971,4.162,2.2,14.4,DR0291,Sedan,Card,Rainy,Night,1.0,4,4.5,0,0
T004107,2024-02-07 13:26:00,13.135958,77.778491,13.114131,77.794896,3.445,3.8,9.06,DR0592,SUV,Wallet,Clear,Evening,1.25,3,3.9,0,0
T004108,2024-11-03 13:39:00,13.040343,77.847788,13.036193,77.830016,2.287,2.0,6.14,DR0434,MiniVan,Wallet,Clear,Morning,1.0,4,4.6,0,0
T004109,2024-07-06 01:02:00,13.040878,77.860616,13.045223,77.847647,1.654,11.2,7.29,DR0699,Hatchback,Cash,Clear,Evening,1.0,2,4.4,0,0
T004110,2024-04-28 05:22:00,12.918367,77.836567,12.925189,77.811476,3.432,6.9,17.68,DR0336,MiniVan,Card,Rainy,Afternoon,1.0,2,4.4,0,1
T004111,2024-01-02 03:35:00,12.904069,77.71224,12.907005,77.695783,2.124,13.3,11.97,DR0287,Sedan,Card,Rainy,Morning,1.25,4,4.4,0,0
T004112,2024-06-24 03:02:00,13.178622,77.815532,13.130396,77.818115,5.456,12.8,12.41,DR0344,SUV,nan,Clear,Night,1.0,2,4.2,1,0
T004113,2024-02-25 05:25:00,13.091102,77.870542,13.092768,77.883332,1.909,2.0,8.1,DR0424,MiniVan,Card,Clear,Morning,1.0,1,4.2,0,0
T004114,2024-12-22 23:40:00,12.850746,77.509345,12.847731,77.493222,8.908,26.4,25.93,DR0075,Hatchback,nan,Clear,Afternoon,1.0,2,4.6,1,1
T004115,2024-04-16 05:56:00,13.175083,77.664839,13.192365,77.677036,3.498,5.8,12.67,DR0284,SUV,Card,Rainy,Night,1.0,1,4.9,0,0
T004116,2024-06-22 07:55:00,13.032948,77.58165,13.047407,77.583754,1.889,9.3,5.04,DR0400,SUV,Cash,Rainy,Night,1.0,1,5.0,0,0
T004117,2024-01-07 19:07:00,12.933345,77.898708,12.938162,77.871055,5.692,24.3,20.9,DR0714,Sedan,Wallet,Rainy,Night,1.0,1,4.8,0,1
T004118,2024-02-17 18:52:00,12.958856,77.871826,12.965119,77.875318,1.211,9.6,6.32,DR0474,MiniVan,Card,Clear,Afternoon,1.0,3,4.0,0,0
T004119,2024-03-16 17:34:00,13.090162,77.820874,13.117209,77.844762,4.007,13.4,13.93,DR0487,Sedan,Cash,Clear,Evening,1.0,2,4.7,0,0
T004120,2024-01-19 21:04:00,12.950509,77.618352,12.973515,77.580509,5.222,9.6,11.42,DR0262,SUV,UPI,Clear,Afternoon,1.25,3,5.0,0,0
T004121,2024-09-21 23:42:00,13.031498,77.880841,13.037005,77.920945,5.106,8.9,12.42,DR0450,Sedan,Card,Cloudy,Evening,1.0,4,4.7,0,0
T004122,2024-12-11 01:50:00,13.0842,77.5117,13.127108,77.49949,4.997,18.9,12.79,DR0717,Hatchback,nan,Clear,Evening,1.0,4,5.0,1,0
T004123,2024-12-25 15:42:00,12.87815,77.575216,12.865586,77.542234,5.834,8.7,13.77,DR0362,Hatchback,Wallet,Clear,Evening,1.0,3,4.5,0,0
T004124,2024-04-07 00:29:00,13.177697,77.74675,13.153988,77.749518,6.218,6.8,29.48,DR0607,SUV,Wallet,Clear,Evening,1.0,4,4.4,0,1
T004125,2024-10-14 21:25:00,12.942469,77.817203,12.942252,77.833824,1.938,5.2,5.45,DR0458,SUV,Wallet,Clear,Morning,1.0,3,4.4,0,0
T004126,2024-07-02 23:35:00,12.96775,77.853452,12.960274,77.847844,1.191,8.1,4.83,DR0648,Sedan,Card,Windy,Morning,1.0,4,4.8,0,0
T004127,2024-01-17 17:42:00,13.079406,77.620203,13.030099,77.626435,11.017,20.0,39.48,DR0233,Sedan,Card,Clear,Afternoon,1.0,2,4.2,0,1
T004128,2024-02-03 02:32:00,13.043514,77.656322,13.030466,77.698717,7.932,11.8,19.28,DR0345,SUV,Wallet,Clear,Evening,1.5,3,4.5,0,1
T004129,2024-07-18 22:36:00,12.976048,77.681931,12.98292,77.686044,1.997,7.9,11.26,DR0412,Hatchback,Card,Foggy,Morning,1.0,4,4.8,0,0
T004130,2024-06-03 15:13:00,13.059897,77.51079,13.058736,77.570439,6.799,18.1,16.71,DR0173,Hatchback,Cash,Rainy,Afternoon,1.0,3,5.0,0,1
T004131,2024-01-04 01:25:00,13.161131,77.845588,13.145602,77.87088,4.638,4.5,13.15,DR0165,Sedan,Card,Clear,Afternoon,1.0,1,4.3,0,0
T004132,2024-12-05 11:43:00,13.120113,77.635179,13.12096,77.63621,1.464,2.0,6.42,DR0476,SUV,UPI,Foggy,Morning,1.0,2,5.0,0,0
T004133,2024-09-23 13:45:00,13.129704,77.579711,13.132165,77.585542,0.972,9.3,1.73,DR0194,Sedan,Card,Clear,Afternoon,1.0,3,5.0,0,0
T004134,2024-07-02 09:08:00,12.903363,77.663679,12.917665,77.65729,3.888,16.3,20.08,DR0193,Sedan,Cash,Windy,Evening,1.0,3,4.2,0,1
T004135,2024-12-26 06:04:00,12.967761,77.784225,12.954931,77.789217,2.311,14.1,10.26,DR0145,Hatchback,UPI,Clear,Night,1.0,1,4.4,0,0
T004136,2024-12-20 11:08:00,13.021528,77.848366,13.039005,77.859597,3.631,2.0,7.55,DR0597,Hatchback,Card,Foggy,Evening,1.0,4,4.4,0,0
T004137,2024-12-21 11:49:00,12.817676,77.586151,12.795863,77.578068,3.272,4.6,10.58,DR0157,SUV,Card,Foggy,Evening,1.0,4,4.2,0,0
T004138,2024-04-04 11:24:00,13.107917,77.569045,13.097849,77.541446,5.14,13.9,15.45,DR0413,Sedan,Wallet,Rainy,Afternoon,1.0,4,4.7,0,0
T004139,2024-11-17 12:36:00,12.929385,77.877513,12.963365,77.903939,5.589,21.3,11.84,DR0382,Sedan,Card,Rainy,Morning,1.0,4,4.9,0,0
T004140,2024-07-03 03:48:00,12.913038,77.720357,12.892561,77.739827,3.419,10.3,9.28,DR0103,Sedan,Card,Foggy,Afternoon,1.0,1,4.6,0,0
T004141,2024-09-22 00:04:00,12.903717,77.646309,12.890541,77.617967,5.116,11.0,16.66,DR0047,MiniVan,Card,Clear,Evening,1.0,1,4.6,0,1
T004142,2024-11-09 17:29:00,12.913352,77.579728,12.888289,77.583148,4.624,7.2,9.92,DR0591,Sedan,Wallet,Cloudy,Morning,1.0,1,5.0,0,0
T004143,2024-02-29 14:44:00,12.935206,77.898099,12.918661,77.918641,3.267,10.2,15.27,DR0266,Sedan,Card,Rainy,Morning,1.0,4,4.4,0,0
T004144,2024-06-12 14:41:00,13.04193,77.787674,13.044697,77.806148,2.843,11.7,8.39,DR0721,SUV,Card,Clear,Afternoon,1.0,2,4.7,0,0
T004145,2024-02-17 01:09:00,13.033426,77.587154,13.047557,77.573275,6.908,25.2,15.43,DR0384,SUV,Card,Clear,Night,1.0,1,4.6,0,0
T004146,2024-04-12 00:18:00,12.902285,77.536504,12.901912,77.556146,3.492,14.5,19.69,DR0277,Hatchback,UPI,Cloudy,Night,1.25,3,4.3,0,1
T004147,2024-05-30 22:24:00,12.88257,77.579713,12.876076,77.580015,3.465,14.8,14.47,DR0120,MiniVan,Wallet,Clear,Morning,1.0,4,4.3,0,0
T004148,2024-11-08 05:57:00,13.130543,77.599097,13.105688,77.606871,7.875,14.0,26.29,DR0100,SUV,Card,Cloudy,Morning,1.0,1,4.7,0,1
T004149,2024-11-10 20:57:00,12.837089,77.544434,12.822547,77.526044,3.565,4.7,15.94,DR0285,Sedan,Card,Clear,Afternoon,1.0,3,5.0,0,0
T004150,2024-05-22 07:25:00,13.005129,77.591861,12.974208,77.50672,10.569,14.5,27.55,DR0185,SUV,Card,Clear,Evening,1.0,1,4.8,0,1
T004151,2024-04-30 03:44:00,13.008224,77.546712,13.022956,77.531165,4.889,10.3,20.83,DR0437,Sedan,Cash,Clear,Evening,1.0,2,4.2,0,1
T004152,2024-07-12 17:08:00,13.029655,77.651093,13.045776,77.661824,2.79,2.0,7.72,DR0009,Hatchback,Wallet,Rainy,Morning,1.0,2,4.3,0,0
T004153,2024-11-28 19:59:00,13.15426,77.694478,13.153451,77.690369,0.666,3.8,4.91,DR0725,Hatchback,UPI,Clear,Morning,1.0,3,4.7,0,0
T004154,2024-12-22 10:22:00,13.049566,77.682114,13.058395,77.695118,2.604,7.5,8.77,DR0363,Hatchback,Card,Clear,Evening,1.0,4,4.3,0,0
T004155,2024-03-23 18:27:00,13.189454,77.831684,13.206978,77.853807,5.844,14.7,12.57,DR0259,Bike,Card,Clear,Afternoon,1.0,1,4.7,0,0
T004156,2024-03-09 01:35:00,13.148541,77.601598,13.150565,77.594988,0.799,6.0,5.19,DR0033,SUV,Card,Clear,Morning,1.0,4,4.8,0,0
T004157,2024-09-14 23:20:00,12.885896,77.854838,12.913768,77.846259,5.222,4.4,14.23,DR0005,SUV,Wallet,Rainy,Afternoon,2.0,3,4.5,0,0
T004158,2024-04-20 00:16:00,12.896473,77.863249,12.875997,77.819512,5.395,2.0,16.18,DR0153,Sedan,Wallet,Clear,Morning,1.0,4,3.7,0,1
T004159,2024-03-13 21:55:00,12.93791,77.88392,12.930936,77.852966,5.607,10.0,19.54,DR0540,Sedan,Card,Clear,Evening,1.0,2,4.6,0,1
T004160,2024-01-12 08:10:00,12.956606,77.572393,12.947251,77.545595,3.609,9.3,10.63,DR0032,SUV,Card,Clear,Morning,1.0,3,5.0,0,0
T004161,2024-05-27 04:08:00,13.021198,77.5983,13.034143,77.609433,3.956,18.5,13.07,DR0768,MiniVan,nan,Rainy,Morning,1.0,2,4.8,1,0
T004162,2024-05-23 00:29:00,12.893005,77.749533,12.864322,77.743122,3.535,14.5,11.85,DR0082,Sedan,Card,Cloudy,Morning,1.25,1,5.0,0,0
T004163,2024-07-24 12:23:00,12.888938,77.556357,12.917898,77.545672,4.106,5.0,7.75,DR0791,Bike,Card,Clear,Afternoon,1.0,1,4.9,0,0
T004164,2024-03-14 01:36:00,12.952556,77.534249,12.963791,77.521274,2.512,8.0,9.14,DR0272,Hatchback,Card,Foggy,Evening,1.0,3,4.4,0,0
T004165,2024-09-17 17:50:00,13.068809,77.529479,13.103815,77.513899,6.259,2.0,14.55,DR0371,Hatchback,Wallet,Clear,Night,1.0,4,4.4,0,0
T004166,2024-09-05 05:06:00,13.07525,77.74246,13.074439,77.760929,2.847,11.4,7.73,DR0587,SUV,Cash,Rainy,Afternoon,1.5,2,4.5,0,0
T004167,2024-06-17 18:10:00,13.190447,77.821871,13.17944,77.823738,2.207,7.0,6.43,DR0141,Bike,Wallet,Foggy,Night,1.0,3,4.4,0,0
T004168,2024-03-07 04:22:00,12.880966,77.603554,12.894108,77.623381,3.272,10.1,12.43,DR0123,Sedan,Cash,Windy,Morning,1.0,3,4.7,0,0
T004169,2024-07-04 00:56:00,12.957144,77.873414,12.977755,77.829546,7.45,8.6,9.63,DR0540,Bike,Wallet,Clear,Night,1.0,1,4.1,0,0
T004170,2024-09-03 07:21:00,13.185871,77.816774,13.171583,77.827429,1.995,6.0,8.21,DR0406,Sedan,UPI,Clear,Afternoon,1.5,4,4.3,0,0
T004171,2024-05-16 00:59:00,13.076003,77.530984,13.036052,77.521308,6.483,18.4,10.9,DR0646,MiniVan,Cash,Clear,Morning,1.25,2,4.5,0,0
T004172,2024-04-06 04:02:00,13.036911,77.662921,13.000386,77.657292,4.749,14.6,13.36,DR0375,SUV,UPI,Clear,Night,1.0,4,4.6,0,0
T004173,2024-07-03 20:59:00,13.015858,77.527206,13.021086,77.554262,3.343,6.6,11.61,DR0446,Hatchback,Cash,Rainy,Morning,1.0,4,4.9,0,0
T004174,2024-05-09 15:42:00,12.830204,77.866078,12.861008,77.858281,4.982,5.2,9.17,DR0260,Hatchback,Card,Windy,Afternoon,1.0,2,4.4,0,0
T004175,2024-05-26 04:29:00,13.15735,77.797121,13.131333,77.806959,3.698,5.3,9.76,DR0282,Bike,Cash,Cloudy,Evening,1.0,2,3.7,0,0
T004176,2024-05-07 08:01:00,13.050202,77.774618,13.044755,77.754259,3.164,7.3,9.63,DR0786,SUV,Cash,Clear,Evening,1.25,2,5.0,0,0
T004177,2024-04-20 18:21:00,13.028667,77.773081,13.021698,77.773803,0.993,2.0,2.21,DR0268,Bike,Cash,Clear,Morning,1.5,2,4.5,0,0
T004178,2024-09-18 14:44:00,13.0158,77.614073,13.054211,77.582248,6.228,14.8,17.19,DR0711,Sedan,Cash,Clear,Afternoon,1.0,3,4.5,0,1
T004179,2024-06-16 23:43:00,12.956766,77.873416,13.00194,77.872269,7.165,15.4,16.18,DR0354,Hatchback,Wallet,Clear,Evening,1.0,1,4.9,0,1
T004180,2024-06-19 06:37:00,12.901866,77.869111,12.910355,77.876819,1.55,2.0,7.25,DR0497,Sedan,UPI,Rainy,Afternoon,1.0,4,5.0,0,0
T004181,2024-08-26 09:01:00,13.102129,77.795796,13.120089,77.817923,3.516,9.8,8.72,DR0164,Sedan,Card,Clear,Afternoon,1.0,2,4.8,0,0
T004182,2024-05-11 20:58:00,13.003827,77.687572,13.021231,77.671214,3.596,8.4,10.75,DR0263,Bike,Card,Clear,Afternoon,1.0,1,4.6,0,0
T004183,2024-02-06 21:03:00,12.813576,77.518846,12.787969,77.508267,3.921,13.0,10.43,DR0340,Hatchback,Cash,Clear,Morning,1.0,1,4.5,0,0
